origin,destination,landing_data,takeoff_data
OTHH,SBGR,08/01/2023 16:50,08/01/2023 16:50
SBGR,OTHH,08/01/2023 17:00,08/01/2023 17:00
OTHH,SBGR,09/01/2023 10:50,09/01/2023 10:50
SBGR,OTHH,09/01/2023 09:45,09/01/2023 09:45
DNMM,SBGR,08/01/2023 19:05,08/01/2023 19:05
SBGR,SKBO,09/01/2023 02:40,09/01/2023 02:40
OTHH,SBGR,09/01/2023 16:50,09/01/2023 16:50
SBGR,OTHH,09/01/2023 17:00,09/01/2023 17:00
OTHH,SBGR,10/01/2023 10:50,10/01/2023 10:50
SBGR,OTHH,10/01/2023 09:45,10/01/2023 09:45
DNMM,SBGR,10/01/2023 00:55,10/01/2023 00:55
SBGR,SAEZ,10/01/2023 03:40,10/01/2023 03:40
ELLX,SBGR,09/01/2023 22:50,09/01/2023 22:50
OTHH,SBGR,10/01/2023 16:50,10/01/2023 16:50
SBGR,OTHH,10/01/2023 17:00,10/01/2023 17:00
OTHH,SBGR,11/01/2023 10:50,11/01/2023 10:50
SBGR,OTHH,11/01/2023 09:45,11/01/2023 09:45
SBGR,SKBO,10/01/2023 08:50,10/01/2023 08:50
SBGR,SEQM,11/01/2023 11:30,11/01/2023 11:30
ELLX,SBGR,11/01/2023 04:05,11/01/2023 04:05
OTHH,SBGR,11/01/2023 16:50,11/01/2023 16:50
SBGR,OTHH,11/01/2023 17:00,11/01/2023 17:00
OTHH,SBGR,12/01/2023 10:50,12/01/2023 10:50
SBGR,OTHH,12/01/2023 09:45,12/01/2023 09:45
OTHH,SBGR,12/01/2023 16:50,12/01/2023 16:50
SBGR,OTHH,12/01/2023 17:00,12/01/2023 17:00
OTHH,SBGR,13/01/2023 10:50,13/01/2023 10:50
SBGR,OTHH,13/01/2023 09:45,13/01/2023 09:45
DNMM,SBGR,12/01/2023 22:00,12/01/2023 22:00
ELLX,SBGR,12/01/2023 22:50,12/01/2023 22:50
SBGR,SAEZ,13/01/2023 03:40,13/01/2023 03:40
OTHH,SBGR,13/01/2023 16:50,13/01/2023 16:50
SBGR,OTHH,13/01/2023 17:00,13/01/2023 17:00
OTHH,SBGR,14/01/2023 10:50,14/01/2023 10:50
SBGR,OTHH,14/01/2023 09:45,14/01/2023 09:45
SBGR,EBBR,13/01/2023 11:20,13/01/2023 11:20
OTHH,SBGR,14/01/2023 16:50,14/01/2023 16:50
SBGR,OTHH,14/01/2023 17:00,14/01/2023 17:00
OTHH,SBGR,15/01/2023 10:50,15/01/2023 10:50
SBGR,OTHH,15/01/2023 09:45,15/01/2023 09:45
OTHH,SBGR,15/01/2023 16:50,15/01/2023 16:50
SBGR,OTHH,15/01/2023 17:00,15/01/2023 17:00
OTHH,SBGR,16/01/2023 10:50,16/01/2023 10:50
SBGR,OTHH,16/01/2023 09:45,16/01/2023 09:45
DNMM,SBGR,15/01/2023 19:05,15/01/2023 19:05
SBGR,SKBO,16/01/2023 02:40,16/01/2023 02:40
OTHH,SBGR,16/01/2023 16:50,16/01/2023 16:50
SBGR,OTHH,16/01/2023 17:00,16/01/2023 17:00
OTHH,SBGR,17/01/2023 10:50,17/01/2023 10:50
SBGR,OTHH,17/01/2023 09:45,17/01/2023 09:45
DNMM,SBGR,17/01/2023 00:55,17/01/2023 00:55
SBGR,SAEZ,17/01/2023 03:40,17/01/2023 03:40
ELLX,SBGR,16/01/2023 22:50,16/01/2023 22:50
OTHH,SBGR,17/01/2023 16:50,17/01/2023 16:50
SBGR,OTHH,17/01/2023 17:00,17/01/2023 17:00
OTHH,SBGR,18/01/2023 10:50,18/01/2023 10:50
SBGR,OTHH,18/01/2023 09:45,18/01/2023 09:45
SBGR,SKBO,17/01/2023 08:50,17/01/2023 08:50
SBGR,SEQM,18/01/2023 11:30,18/01/2023 11:30
ELLX,SBGR,18/01/2023 04:05,18/01/2023 04:05
OTHH,SBGR,18/01/2023 16:50,18/01/2023 16:50
SBGR,OTHH,18/01/2023 17:00,18/01/2023 17:00
OTHH,SBGR,19/01/2023 10:50,19/01/2023 10:50
SBGR,OTHH,19/01/2023 09:45,19/01/2023 09:45
OTHH,SBGR,19/01/2023 16:50,19/01/2023 16:50
SBGR,OTHH,19/01/2023 17:00,19/01/2023 17:00
OTHH,SBGR,20/01/2023 10:50,20/01/2023 10:50
SBGR,OTHH,20/01/2023 09:45,20/01/2023 09:45
DNMM,SBGR,19/01/2023 22:00,19/01/2023 22:00
SBGR,SEQM,20/01/2023 05:10,20/01/2023 05:10
ELLX,SBGR,19/01/2023 22:50,19/01/2023 22:50
SBGR,SAEZ,20/01/2023 03:40,20/01/2023 03:40
OTHH,SBGR,20/01/2023 16:50,20/01/2023 16:50
SBGR,OTHH,20/01/2023 17:00,20/01/2023 17:00
OTHH,SBGR,21/01/2023 10:50,21/01/2023 10:50
SBGR,OTHH,21/01/2023 09:45,21/01/2023 09:45
OTHH,SBGR,21/01/2023 16:50,21/01/2023 16:50
SBGR,OTHH,21/01/2023 17:00,21/01/2023 17:00
OTHH,SBGR,22/01/2023 10:50,22/01/2023 10:50
SBGR,OTHH,22/01/2023 09:45,22/01/2023 09:45
OTHH,SBGR,22/01/2023 16:50,22/01/2023 16:50
SBGR,OTHH,22/01/2023 17:00,22/01/2023 17:00
OTHH,SBGR,23/01/2023 10:50,23/01/2023 10:50
SBGR,OTHH,23/01/2023 09:45,23/01/2023 09:45
SBGR,SKBO,23/01/2023 02:40,23/01/2023 02:40
OTHH,SBGR,23/01/2023 16:50,23/01/2023 16:50
SBGR,OTHH,23/01/2023 17:00,23/01/2023 17:00
OTHH,SBGR,24/01/2023 10:50,24/01/2023 10:50
SBGR,OTHH,24/01/2023 09:45,24/01/2023 09:45
DNMM,SBGR,24/01/2023 00:55,24/01/2023 00:55
ELLX,SBGR,23/01/2023 22:50,23/01/2023 22:50
SBGR,SAEZ,24/01/2023 03:40,24/01/2023 03:40
OTHH,SBGR,24/01/2023 16:50,24/01/2023 16:50
SBGR,OTHH,24/01/2023 17:00,24/01/2023 17:00
OTHH,SBGR,25/01/2023 10:50,25/01/2023 10:50
SBGR,OTHH,25/01/2023 09:45,25/01/2023 09:45
SBGR,SKBO,24/01/2023 08:50,24/01/2023 08:50
ELLX,SBGR,25/01/2023 04:05,25/01/2023 04:05
SBGR,SEQM,25/01/2023 11:30,25/01/2023 11:30
OTHH,SBGR,25/01/2023 16:50,25/01/2023 16:50
SBGR,OTHH,25/01/2023 17:00,25/01/2023 17:00
OTHH,SBGR,26/01/2023 10:50,26/01/2023 10:50
SBGR,OTHH,26/01/2023 09:45,26/01/2023 09:45
OTHH,SBGR,26/01/2023 16:50,26/01/2023 16:50
SBGR,OTHH,26/01/2023 17:00,26/01/2023 17:00
OTHH,SBGR,27/01/2023 10:50,27/01/2023 10:50
SBGR,OTHH,27/01/2023 09:45,27/01/2023 09:45
SBGR,SAEZ,27/01/2023 03:40,27/01/2023 03:40
ELLX,SBGR,26/01/2023 22:50,26/01/2023 22:50
EBLG,SBGR,26/01/2023 17:45,26/01/2023 17:45
SBGR,SEQM,27/01/2023 01:30,27/01/2023 01:30
OTHH,SBGR,27/01/2023 16:50,27/01/2023 16:50
SBGR,OTHH,27/01/2023 17:00,27/01/2023 17:00
OTHH,SBGR,28/01/2023 10:50,28/01/2023 10:50
SBGR,OTHH,28/01/2023 09:45,28/01/2023 09:45
OTHH,SBGR,28/01/2023 16:50,28/01/2023 16:50
SBGR,OTHH,28/01/2023 17:00,28/01/2023 17:00
OTHH,SBGR,29/01/2023 10:50,29/01/2023 10:50
SBGR,OTHH,29/01/2023 09:45,29/01/2023 09:45
OTHH,SBGR,29/01/2023 16:50,29/01/2023 16:50
SBGR,OTHH,29/01/2023 17:00,29/01/2023 17:00
OTHH,SBGR,30/01/2023 10:50,30/01/2023 10:50
SBGR,OTHH,30/01/2023 09:45,30/01/2023 09:45
SBGR,SAEZ,31/01/2023 02:35,31/01/2023 02:35
DNMM,SBGR,29/01/2023 19:05,29/01/2023 19:05
SBGR,SKBO,30/01/2023 02:40,30/01/2023 02:40
OTHH,SBGR,30/01/2023 16:50,30/01/2023 16:50
SBGR,OTHH,30/01/2023 17:00,30/01/2023 17:00
OTHH,SBGR,31/01/2023 10:50,31/01/2023 10:50
SBGR,OTHH,31/01/2023 09:45,31/01/2023 09:45
ELLX,SBGR,30/01/2023 21:45,30/01/2023 21:45
SBGR,SEQM,31/01/2023 00:00,31/01/2023 00:00
EBLG,SBGR,30/01/2023 16:15,30/01/2023 16:15
OTHH,SBGR,31/01/2023 16:50,31/01/2023 16:50
SBGR,OTHH,31/01/2023 17:00,31/01/2023 17:00
OTHH,SBGR,01/02/2023 10:50,01/02/2023 10:50
SBGR,OTHH,01/02/2023 09:45,01/02/2023 09:45
SBGR,SEQM,01/02/2023 11:30,01/02/2023 11:30
ELLX,SBGR,01/02/2023 04:05,01/02/2023 04:05
SBBR,SBGR,03/01/2023 01:10,03/01/2023 01:10
SBSV,SBGR,03/01/2023 01:15,03/01/2023 01:15
SBBR,SBGR,04/01/2023 01:10,04/01/2023 01:10
SBSV,SBGR,04/01/2023 01:15,04/01/2023 01:15
SBGO,SBGR,03/01/2023 00:55,03/01/2023 00:55
SBRF,SBGR,03/01/2023 01:15,03/01/2023 01:15
SBGL,SBGR,03/01/2023 02:00,03/01/2023 02:00
SBGR,SBSV,03/01/2023 06:20,03/01/2023 06:20
SBCF,SBGR,03/01/2023 01:35,03/01/2023 01:35
SBGR,SBGL,03/01/2023 03:40,03/01/2023 03:40
SBBR,SBGR,05/01/2023 01:10,05/01/2023 01:10
SBGR,SBBR,03/01/2023 05:45,03/01/2023 05:45
SBBR,SBGR,03/01/2023 01:55,03/01/2023 01:55
SBGR,SBBR,03/01/2023 04:35,03/01/2023 04:35
SBSV,SBGR,05/01/2023 01:15,05/01/2023 01:15
SBGR,SBCF,03/01/2023 04:10,03/01/2023 04:10
SBGR,SBCF,03/01/2023 04:05,03/01/2023 04:05
SBGO,SBGR,04/01/2023 00:55,04/01/2023 00:55
SBGR,SBGO,03/01/2023 04:45,03/01/2023 04:45
SBRF,SBGR,04/01/2023 01:15,04/01/2023 01:15
SBGR,SBRF,03/01/2023 05:30,03/01/2023 05:30
SBCF,SBGR,03/01/2023 02:20,03/01/2023 02:20
SBGR,SBRF,03/01/2023 07:00,03/01/2023 07:00
SBGL,SBGR,04/01/2023 02:00,04/01/2023 02:00
SBGR,SBSV,04/01/2023 06:20,04/01/2023 06:20
SBCF,SBGR,04/01/2023 01:35,04/01/2023 01:35
SBGR,SBGL,04/01/2023 03:40,04/01/2023 03:40
SBBR,SBGR,06/01/2023 01:10,06/01/2023 01:10
SBGR,SBBR,04/01/2023 05:45,04/01/2023 05:45
SBBR,SBGR,04/01/2023 01:55,04/01/2023 01:55
SBGR,SBBR,04/01/2023 04:35,04/01/2023 04:35
SBSV,SBGR,06/01/2023 01:15,06/01/2023 01:15
SBGR,SBCF,04/01/2023 04:10,04/01/2023 04:10
SBCF,SBGR,04/01/2023 02:35,04/01/2023 02:35
SBGR,SBCF,04/01/2023 04:05,04/01/2023 04:05
SBGO,SBGR,05/01/2023 00:55,05/01/2023 00:55
SBGR,SBGO,04/01/2023 04:45,04/01/2023 04:45
SBRF,SBGR,05/01/2023 01:15,05/01/2023 01:15
SBGR,SBRF,04/01/2023 05:30,04/01/2023 05:30
SBCF,SBGR,04/01/2023 02:20,04/01/2023 02:20
SBGR,SBRF,04/01/2023 07:00,04/01/2023 07:00
SBGL,SBGR,05/01/2023 02:00,05/01/2023 02:00
SBGR,SBSV,05/01/2023 06:20,05/01/2023 06:20
SBCF,SBGR,05/01/2023 01:35,05/01/2023 01:35
SBGR,SBGL,05/01/2023 03:40,05/01/2023 03:40
SBBR,SBGR,07/01/2023 01:10,07/01/2023 01:10
SBGR,SBBR,05/01/2023 05:45,05/01/2023 05:45
SBBR,SBGR,05/01/2023 01:55,05/01/2023 01:55
SBGR,SBBR,05/01/2023 04:35,05/01/2023 04:35
SBSV,SBGR,07/01/2023 01:15,07/01/2023 01:15
SBGR,SBCF,05/01/2023 04:10,05/01/2023 04:10
SBCF,SBGR,05/01/2023 02:35,05/01/2023 02:35
SBGR,SBCF,05/01/2023 04:05,05/01/2023 04:05
SBGO,SBGR,06/01/2023 00:55,06/01/2023 00:55
SBGR,SBGO,05/01/2023 04:45,05/01/2023 04:45
SBRF,SBGR,06/01/2023 01:15,06/01/2023 01:15
SBGR,SBRF,05/01/2023 05:30,05/01/2023 05:30
SBCF,SBGR,05/01/2023 02:20,05/01/2023 02:20
SBGR,SBRF,05/01/2023 07:00,05/01/2023 07:00
SBGL,SBGR,06/01/2023 02:00,06/01/2023 02:00
SBGR,SBSV,06/01/2023 06:20,06/01/2023 06:20
SBCF,SBGR,06/01/2023 01:35,06/01/2023 01:35
SBGR,SBGL,06/01/2023 03:40,06/01/2023 03:40
SBGR,SBBR,06/01/2023 05:45,06/01/2023 05:45
SBBR,SBGR,06/01/2023 01:55,06/01/2023 01:55
SBGR,SBBR,06/01/2023 04:35,06/01/2023 04:35
SBGR,SBCF,06/01/2023 04:10,06/01/2023 04:10
SBCF,SBGR,06/01/2023 02:35,06/01/2023 02:35
SBGR,SBCF,06/01/2023 04:05,06/01/2023 04:05
SBGO,SBGR,07/01/2023 00:55,07/01/2023 00:55
SBGR,SBGO,06/01/2023 04:45,06/01/2023 04:45
SBRF,SBGR,07/01/2023 01:15,07/01/2023 01:15
SBGR,SBRF,06/01/2023 05:30,06/01/2023 05:30
SBCF,SBGR,06/01/2023 02:20,06/01/2023 02:20
SBGR,SBRF,06/01/2023 07:00,06/01/2023 07:00
SBGL,SBGR,07/01/2023 02:00,07/01/2023 02:00
SBGR,SBSV,07/01/2023 06:20,07/01/2023 06:20
SBCF,SBGR,07/01/2023 01:35,07/01/2023 01:35
SBGR,SBGL,07/01/2023 03:40,07/01/2023 03:40
SBGR,SBBR,07/01/2023 05:45,07/01/2023 05:45
SBBR,SBGR,07/01/2023 01:55,07/01/2023 01:55
SBGR,SBBR,07/01/2023 04:35,07/01/2023 04:35
SBGR,SBCF,07/01/2023 04:10,07/01/2023 04:10
SBGR,SBCF,07/01/2023 04:05,07/01/2023 04:05
SBGR,SBGO,07/01/2023 04:45,07/01/2023 04:45
SBGR,SBRF,07/01/2023 05:30,07/01/2023 05:30
SBCF,SBGR,07/01/2023 02:20,07/01/2023 02:20
SBGR,SBRF,07/01/2023 07:00,07/01/2023 07:00
SBBR,SBGR,10/01/2023 01:10,10/01/2023 01:10
SBSV,SBGR,10/01/2023 01:15,10/01/2023 01:15
SBBR,SBGR,11/01/2023 01:10,11/01/2023 01:10
SBSV,SBGR,11/01/2023 01:15,11/01/2023 01:15
SBGO,SBGR,10/01/2023 00:55,10/01/2023 00:55
SBRF,SBGR,10/01/2023 01:15,10/01/2023 01:15
SBGL,SBGR,10/01/2023 02:00,10/01/2023 02:00
SBGR,SBSV,10/01/2023 06:20,10/01/2023 06:20
SBCF,SBGR,10/01/2023 01:35,10/01/2023 01:35
SBGR,SBGL,10/01/2023 03:40,10/01/2023 03:40
SBBR,SBGR,12/01/2023 01:10,12/01/2023 01:10
SBGR,SBBR,10/01/2023 05:45,10/01/2023 05:45
SBBR,SBGR,10/01/2023 01:55,10/01/2023 01:55
SBGR,SBBR,10/01/2023 04:35,10/01/2023 04:35
SBSV,SBGR,12/01/2023 01:15,12/01/2023 01:15
SBGR,SBCF,10/01/2023 04:55,10/01/2023 04:55
SBCF,SBGR,10/01/2023 02:35,10/01/2023 02:35
SBGR,SBCF,10/01/2023 04:50,10/01/2023 04:50
SBGO,SBGR,11/01/2023 00:55,11/01/2023 00:55
SBGR,SBGO,10/01/2023 04:45,10/01/2023 04:45
SBRF,SBGR,11/01/2023 01:15,11/01/2023 01:15
SBGR,SBRF,10/01/2023 05:30,10/01/2023 05:30
SBCF,SBGR,10/01/2023 02:20,10/01/2023 02:20
SBGR,SBRF,10/01/2023 07:00,10/01/2023 07:00
SBGL,SBGR,11/01/2023 02:00,11/01/2023 02:00
SBGR,SBSV,11/01/2023 06:20,11/01/2023 06:20
SBCF,SBGR,11/01/2023 01:35,11/01/2023 01:35
SBGR,SBGL,11/01/2023 03:40,11/01/2023 03:40
SBBR,SBGR,13/01/2023 01:10,13/01/2023 01:10
SBGR,SBBR,11/01/2023 05:45,11/01/2023 05:45
SBBR,SBGR,11/01/2023 01:55,11/01/2023 01:55
SBGR,SBBR,11/01/2023 04:35,11/01/2023 04:35
SBSV,SBGR,13/01/2023 01:15,13/01/2023 01:15
SBGR,SBCF,11/01/2023 04:55,11/01/2023 04:55
SBCF,SBGR,11/01/2023 02:35,11/01/2023 02:35
SBGR,SBCF,11/01/2023 04:50,11/01/2023 04:50
SBGO,SBGR,12/01/2023 00:55,12/01/2023 00:55
SBGR,SBGO,11/01/2023 04:45,11/01/2023 04:45
SBRF,SBGR,12/01/2023 01:15,12/01/2023 01:15
SBGR,SBRF,11/01/2023 05:30,11/01/2023 05:30
SBCF,SBGR,11/01/2023 02:20,11/01/2023 02:20
SBGR,SBRF,11/01/2023 07:00,11/01/2023 07:00
SBGL,SBGR,12/01/2023 02:00,12/01/2023 02:00
SBGR,SBSV,12/01/2023 06:20,12/01/2023 06:20
SBCF,SBGR,12/01/2023 01:35,12/01/2023 01:35
SBGR,SBGL,12/01/2023 03:40,12/01/2023 03:40
SBBR,SBGR,14/01/2023 01:10,14/01/2023 01:10
SBGR,SBBR,12/01/2023 05:45,12/01/2023 05:45
SBBR,SBGR,12/01/2023 01:55,12/01/2023 01:55
SBGR,SBBR,12/01/2023 04:35,12/01/2023 04:35
SBSV,SBGR,14/01/2023 01:15,14/01/2023 01:15
SBGR,SBCF,12/01/2023 04:10,12/01/2023 04:10
SBCF,SBGR,12/01/2023 02:35,12/01/2023 02:35
SBGR,SBCF,12/01/2023 04:05,12/01/2023 04:05
SBGO,SBGR,13/01/2023 00:55,13/01/2023 00:55
SBGR,SBGO,12/01/2023 04:45,12/01/2023 04:45
SBRF,SBGR,13/01/2023 01:15,13/01/2023 01:15
SBGR,SBRF,12/01/2023 05:30,12/01/2023 05:30
SBCF,SBGR,12/01/2023 02:20,12/01/2023 02:20
SBGR,SBRF,12/01/2023 07:00,12/01/2023 07:00
SBGL,SBGR,12/01/2023 12:45,12/01/2023 12:45
SBGL,SBGR,13/01/2023 02:00,13/01/2023 02:00
SBGR,SBSV,13/01/2023 06:20,13/01/2023 06:20
SBCF,SBGR,13/01/2023 01:35,13/01/2023 01:35
SBGR,SBGL,13/01/2023 03:40,13/01/2023 03:40
SBGR,SBBR,13/01/2023 05:45,13/01/2023 05:45
SBBR,SBGR,13/01/2023 01:55,13/01/2023 01:55
SBGR,SBBR,13/01/2023 04:35,13/01/2023 04:35
SBGR,SBCF,13/01/2023 04:10,13/01/2023 04:10
SBGR,SBCF,13/01/2023 04:05,13/01/2023 04:05
SBGO,SBGR,14/01/2023 00:55,14/01/2023 00:55
SBGR,SBGO,13/01/2023 04:45,13/01/2023 04:45
SBRF,SBGR,14/01/2023 01:15,14/01/2023 01:15
SBGR,SBRF,13/01/2023 05:30,13/01/2023 05:30
SBCF,SBGR,13/01/2023 02:20,13/01/2023 02:20
SBGR,SBRF,13/01/2023 07:00,13/01/2023 07:00
SBGR,SBSV,14/01/2023 06:20,14/01/2023 06:20
SBCF,SBGR,14/01/2023 01:35,14/01/2023 01:35
SBGR,SBGL,14/01/2023 03:40,14/01/2023 03:40
SBGR,SBBR,14/01/2023 05:45,14/01/2023 05:45
SBBR,SBGR,14/01/2023 01:55,14/01/2023 01:55
SBGR,SBBR,14/01/2023 04:35,14/01/2023 04:35
SBGR,SBCF,14/01/2023 04:10,14/01/2023 04:10
SBGR,SBGO,14/01/2023 04:45,14/01/2023 04:45
SBGR,SBRF,14/01/2023 05:30,14/01/2023 05:30
SBCF,SBGR,14/01/2023 02:20,14/01/2023 02:20
SBGR,SBRF,14/01/2023 07:00,14/01/2023 07:00
SBBR,SBGR,17/01/2023 01:10,17/01/2023 01:10
SBSV,SBGR,17/01/2023 01:15,17/01/2023 01:15
SBBR,SBGR,18/01/2023 01:10,18/01/2023 01:10
SBSV,SBGR,18/01/2023 01:15,18/01/2023 01:15
SBGO,SBGR,17/01/2023 00:55,17/01/2023 00:55
SBRF,SBGR,17/01/2023 01:15,17/01/2023 01:15
SBGL,SBGR,17/01/2023 02:00,17/01/2023 02:00
SBGR,SBSV,17/01/2023 06:20,17/01/2023 06:20
SBCF,SBGR,17/01/2023 01:35,17/01/2023 01:35
SBGR,SBGL,17/01/2023 03:40,17/01/2023 03:40
SBBR,SBGR,19/01/2023 01:10,19/01/2023 01:10
SBGR,SBBR,17/01/2023 05:45,17/01/2023 05:45
SBBR,SBGR,17/01/2023 01:55,17/01/2023 01:55
SBGR,SBBR,17/01/2023 04:35,17/01/2023 04:35
SBSV,SBGR,19/01/2023 01:15,19/01/2023 01:15
SBGR,SBCF,17/01/2023 04:10,17/01/2023 04:10
SBGR,SBCF,17/01/2023 04:05,17/01/2023 04:05
SBGO,SBGR,18/01/2023 00:55,18/01/2023 00:55
SBGR,SBGO,17/01/2023 04:45,17/01/2023 04:45
SBRF,SBGR,18/01/2023 01:15,18/01/2023 01:15
SBGR,SBRF,17/01/2023 05:30,17/01/2023 05:30
SBCF,SBGR,17/01/2023 02:20,17/01/2023 02:20
SBGR,SBRF,17/01/2023 07:00,17/01/2023 07:00
SBGR,SBGL,17/01/2023 14:00,17/01/2023 14:00
SBGL,SBGR,18/01/2023 02:00,18/01/2023 02:00
SBGR,SBSV,18/01/2023 06:20,18/01/2023 06:20
SBCF,SBGR,18/01/2023 01:35,18/01/2023 01:35
SBGR,SBGL,18/01/2023 03:40,18/01/2023 03:40
SBBR,SBGR,20/01/2023 01:10,20/01/2023 01:10
SBGR,SBBR,18/01/2023 05:45,18/01/2023 05:45
SBBR,SBGR,18/01/2023 01:55,18/01/2023 01:55
SBGR,SBBR,18/01/2023 04:35,18/01/2023 04:35
SBSV,SBGR,20/01/2023 01:15,20/01/2023 01:15
SBGR,SBCF,18/01/2023 04:10,18/01/2023 04:10
SBGR,SBCF,18/01/2023 04:05,18/01/2023 04:05
SBGO,SBGR,19/01/2023 00:55,19/01/2023 00:55
SBGR,SBGO,18/01/2023 04:45,18/01/2023 04:45
SBRF,SBGR,19/01/2023 01:15,19/01/2023 01:15
SBGR,SBRF,18/01/2023 05:30,18/01/2023 05:30
SBCF,SBGR,18/01/2023 02:20,18/01/2023 02:20
SBGR,SBRF,18/01/2023 07:00,18/01/2023 07:00
SBBV,SBGR,19/01/2023 11:20,19/01/2023 11:20
SBGL,SBGR,19/01/2023 02:00,19/01/2023 02:00
SBGR,SBSV,19/01/2023 06:20,19/01/2023 06:20
SBCF,SBGR,19/01/2023 01:35,19/01/2023 01:35
SBGR,SBGL,19/01/2023 03:40,19/01/2023 03:40
SBBR,SBGR,21/01/2023 01:10,21/01/2023 01:10
SBGR,SBBR,19/01/2023 05:45,19/01/2023 05:45
SBBR,SBGR,19/01/2023 01:55,19/01/2023 01:55
SBGR,SBBR,19/01/2023 04:35,19/01/2023 04:35
SBSV,SBGR,21/01/2023 01:15,21/01/2023 01:15
SBGR,SBCF,19/01/2023 04:10,19/01/2023 04:10
SBCF,SBGR,19/01/2023 02:35,19/01/2023 02:35
SBGR,SBCF,19/01/2023 04:05,19/01/2023 04:05
SBGO,SBGR,20/01/2023 00:55,20/01/2023 00:55
SBGR,SBGO,19/01/2023 04:45,19/01/2023 04:45
SBRF,SBGR,20/01/2023 01:15,20/01/2023 01:15
SBGR,SBRF,19/01/2023 05:30,19/01/2023 05:30
SBCF,SBGR,19/01/2023 02:20,19/01/2023 02:20
SBGR,SBRF,19/01/2023 07:00,19/01/2023 07:00
SBGL,SBGR,20/01/2023 02:00,20/01/2023 02:00
SBGR,SBSV,20/01/2023 06:20,20/01/2023 06:20
SBCF,SBGR,20/01/2023 01:35,20/01/2023 01:35
SBGR,SBGL,20/01/2023 03:40,20/01/2023 03:40
SBGR,SBBR,20/01/2023 05:45,20/01/2023 05:45
SBBR,SBGR,20/01/2023 01:55,20/01/2023 01:55
SBGR,SBBR,20/01/2023 04:35,20/01/2023 04:35
SBGR,SBCF,20/01/2023 04:10,20/01/2023 04:10
SBCF,SBGR,20/01/2023 02:35,20/01/2023 02:35
SBGR,SBCF,20/01/2023 04:05,20/01/2023 04:05
SBGO,SBGR,21/01/2023 00:55,21/01/2023 00:55
SBGR,SBGO,20/01/2023 04:45,20/01/2023 04:45
SBRF,SBGR,21/01/2023 01:15,21/01/2023 01:15
SBGR,SBRF,20/01/2023 05:30,20/01/2023 05:30
SBCF,SBGR,20/01/2023 02:20,20/01/2023 02:20
SBGR,SBRF,20/01/2023 07:00,20/01/2023 07:00
SBGL,SBGR,21/01/2023 02:00,21/01/2023 02:00
SBGR,SBSV,21/01/2023 06:20,21/01/2023 06:20
SBCF,SBGR,21/01/2023 01:35,21/01/2023 01:35
SBGR,SBGL,21/01/2023 03:40,21/01/2023 03:40
SBGR,SBBR,21/01/2023 05:45,21/01/2023 05:45
SBGR,SBBR,21/01/2023 04:35,21/01/2023 04:35
SBGR,SBCF,21/01/2023 04:10,21/01/2023 04:10
SBGR,SBGO,21/01/2023 04:45,21/01/2023 04:45
SBGR,SBRF,21/01/2023 05:30,21/01/2023 05:30
SBCF,SBGR,21/01/2023 02:20,21/01/2023 02:20
SBGR,SBRF,21/01/2023 07:00,21/01/2023 07:00
SBBR,SBGR,24/01/2023 01:10,24/01/2023 01:10
SBSV,SBGR,24/01/2023 01:15,24/01/2023 01:15
SBBR,SBGR,25/01/2023 01:10,25/01/2023 01:10
SBSV,SBGR,25/01/2023 01:15,25/01/2023 01:15
SBGO,SBGR,24/01/2023 00:55,24/01/2023 00:55
SBRF,SBGR,24/01/2023 01:15,24/01/2023 01:15
SBGL,SBGR,24/01/2023 02:00,24/01/2023 02:00
SBGR,SBSV,24/01/2023 06:20,24/01/2023 06:20
SBCF,SBGR,24/01/2023 01:35,24/01/2023 01:35
SBGR,SBGL,24/01/2023 03:40,24/01/2023 03:40
SBBR,SBGR,26/01/2023 01:10,26/01/2023 01:10
SBGR,SBBR,24/01/2023 05:45,24/01/2023 05:45
SBBR,SBGR,24/01/2023 01:55,24/01/2023 01:55
SBGR,SBBR,24/01/2023 04:35,24/01/2023 04:35
SBSV,SBGR,26/01/2023 01:15,26/01/2023 01:15
SBGR,SBCF,24/01/2023 04:10,24/01/2023 04:10
SBGR,SBCF,24/01/2023 04:05,24/01/2023 04:05
SBGO,SBGR,25/01/2023 00:55,25/01/2023 00:55
SBGR,SBGO,24/01/2023 04:45,24/01/2023 04:45
SBRF,SBGR,25/01/2023 01:15,25/01/2023 01:15
SBGR,SBRF,24/01/2023 05:30,24/01/2023 05:30
SBCF,SBGR,24/01/2023 02:20,24/01/2023 02:20
SBGR,SBRF,24/01/2023 07:00,24/01/2023 07:00
SBGL,SBGR,25/01/2023 02:00,25/01/2023 02:00
SBGR,SBSV,25/01/2023 06:20,25/01/2023 06:20
SBCF,SBGR,25/01/2023 01:35,25/01/2023 01:35
SBGR,SBGL,25/01/2023 03:40,25/01/2023 03:40
SBBR,SBGR,27/01/2023 01:10,27/01/2023 01:10
SBGR,SBBR,25/01/2023 05:45,25/01/2023 05:45
SBBR,SBGR,25/01/2023 01:55,25/01/2023 01:55
SBGR,SBBR,25/01/2023 04:35,25/01/2023 04:35
SBSV,SBGR,27/01/2023 01:15,27/01/2023 01:15
SBGR,SBCF,25/01/2023 04:10,25/01/2023 04:10
SBCF,SBGR,25/01/2023 02:35,25/01/2023 02:35
SBGR,SBCF,25/01/2023 04:05,25/01/2023 04:05
